"ISSN";"Titulo";"Area";"Estrato"
"2238-8699";"REVISTA MOVIMENTO (ECA-USP)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2238-8052";"REVISTA MOVIMENTOS SOCIAIS E DINÂMICAS ESPACIAIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1808-6969";"REVISTA MULTIDISCIPLINAR DAS FACULDADES INTEGRADAS PITÁGORAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2178-6925";"REVISTA MULTIDISCIPLINAR DO NORDESTE MINEIRO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2316-4484";"REVISTA MULTITEXTO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2526-3188";"REVISTA MUNDAÚ";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2525-4782";"REVISTA MUNDI ENGENHARIA, TECNOLOGIA E GESTÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2525-4790";"REVISTA MUNDI MEIO AMBIENTE E AGRÁRIAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2525-4766";"REVISTA MUNDI SAÚDE E BIOLÓGICAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2525-4774";"REVISTA MUNDI SOCIAIS E HUMANIDADES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2238-8788";"REVISTA MUNDO ANTIGO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1984-9222";"REVISTA MUNDOS DO TRABALHO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2177-7314";"REVISTA MURAL INTERNACIONAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2526-6411";"REVISTA MURMULLOS DEL SUR (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2317-2231";"REVISTA MUSEITEC";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2238-5436";"REVISTA MUSEOLOGIA E INTERDISCIPLINARIDADE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1981-6332";"REVISTA MUSEU";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0103-5525";"REVISTA MUSICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1909-0544";"REVISTA MVZ CORDOBA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2358-3223";"REVISTA NACIONAL DE DIREITO DE FAMÍLIA E SUCESSÕES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2318-8472";"REVISTA NACIONAL DE GERENCIAMENTO DE CIDADES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2317-8590";"REVISTA ÑANDUTY";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2179-5738";"REVISTA NAU SOCIAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2525-7757";"REVISTA NAVA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2178-6259";"REVISTA NEGÓCIOS EM PROJEÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2317-3459";"REVISTA NEIBA - CADERNOS ARGENTINA-BRASIL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2447-5548";"REVISTA NEP - NÚCLEO DE ESTUDOS PARANAENSES DA UFPR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1806-6755";"REVISTA NERA (UNESP)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2237-8383";"REVISTA NEXI";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2539-4355";"REVISTA NEXUS COMUNICACIÓN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1889-7231";"REVISTA NÓMADAS - REVISTA CRÍTICA DE CIÊNCIAS SOCIALES Y JURÍDICAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2317-3092";"REVISTA NORTE MINEIRA DE ENFERMAGEM - RENOME";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2448-1793";"REVISTA NÓS ¿ CULTURA, ESTÉTICA & LINGUAGENS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0102-5864";"REVISTA NOVOS RUMOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0719-3092";"REVISTA NUESTRAMERICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1677-1605";"REVISTA NUPEART";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2175-7429";"REVISTA NUPEM (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1645-3247";"REVISTA O COMUNEIRO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2526-754X";"REVISTA OBSERVAÇÕES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2447-4266";"REVISTA OBSERVATÓRIO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2526-7647";"REVISTA OBUTCHÉNIE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1983-2435";"REVISTA ODISSÉIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0102-9460";"REVISTA ODONTO CIÊNCIA (PUCRS. IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1983-3857";"REVISTA OLHARES E TRILHAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2177-3807";"REVISTA OLHO D'ÁGUA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2595-9859";"REVISTA ONLINE DE PESQUISA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2237-9991";"REVISTA OPARA - CIÊNCIAS CONTEMPORÂNEAS APLICADAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2177-3815";"REVISTA OPINIÃES ? REVISTA DOS ALUNOS DE LITERATURA BRASILEIRA USP";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2178-1176";"REVISTA OPINIÃO FILOSÓFICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1806-0420";"REVISTA OPINIÃO JURÍDICA (FORTALEZA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2183-7511";"REVISTA ORBE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2237-6976";"REVISTA ORBIS LATINA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2238-5702";"REVISTA ORG & DEMO (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2318-1702";"REVISTA PAGMAR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2446-4791";"REVISTA PAGMAR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2359-1786";"REVISTA PALOTINA DE ADMINISTRAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2176-6215";"REVISTA PAN-AMAZÔNICA DE SAÚDE (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1680-5348";"REVISTA PANAMERICANA DE SALUD PUBLICA (PRINT)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2175-3318";"REVISTA PANDORA BRASIL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2238-9210";"REVISTA PANORÂMICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2525-5568";"REVISTA PARADOXOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2526-950X";"REVISTA PARAENSE DE CONTABILIDADE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2314-1638";"REVISTA PARAGUAY DESDE LAS CIENCIAS SOCIALES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2595-5985";"REVISTA PARAJÁS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0556-6916";"REVISTA PARANAENSE DE DESENVOLVIMENTO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2238-5800";"REVISTA PARANAENSE DE EDUCAÇÃO MATEMÁTICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2448-5659";"REVISTA PASAJES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2182-8512";"REVISTA PASSAGENS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2179-9938";"REVISTA PASSAGENS: REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM COMUNICAÇÃO UFC";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2526-3218";"REVISTA PAULUS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2177-6490";"REVISTA PEDAGOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0719-5885";"REVISTA PEDAGOGÍA UNIVERSITARIA Y DIDÁCTICA DEL DERECHO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1415-8175";"REVISTA PEDAGÓGICA (UNOCHAPECÓ. IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1676-3025";"REVISTA PEGADA ELETRÔNICA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1138-9168";"REVISTA PENAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2007-4700";"REVISTA PENAL MÉXICO (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1982-2596";"REVISTA PENSAMENTO CONTEMPORÂNEO EM ADMINISTRAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2215-3586";"REVISTA PENSAMIENTO ACTUAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2027-2448";"REVISTA PENSAMIENTO AMERICANO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1853-4554";"REVISTA PENSAMIENTO PENAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2177-3300";"REVISTA PERCURSO (UEM) ONLINE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2236-0603";"REVISTA PERCURSO ACADÊMICO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2358-0844";"REVISTA PERIÓDICUS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1989-8924";"REVISTA PERIPLO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1983-9707";"REVISTA PERSPECTIVA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2178-5937";"REVISTA PERSPECTIVA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1981-4801";"REVISTA PERSPECTIVA GEOGRÁFICA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2177-3548";"REVISTA PERSPECTIVAS EM ANÁLISE DO COMPORTAMENTO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1727-9933";"REVISTA PERUANA DE BIOLOGÍA (EN LÍNEA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1561-0837";"REVISTA PERUANA DE BIOLOGÍA (IMPRESA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1726-4642";"REVISTA PERUANA DE MEDICINA EXPERIMENTAL Y SALUD PUBLICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1726-4634";"REVISTA PERUANA DE MEDICINA EXPERIMENTAL Y SALUD PÚBLICA (IMPRESA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2236-7160";"REVISTA PESQUISA & EXTENSÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2594-8032";"REVISTA PESQUISA EM ADMINISTRAÇÃO UFPE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1809-0257";"REVISTA PESQUISA QUALITATIVA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2525-8222";"REVISTA PESQUISA QUALITATIVA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2179-6238";"REVISTA PESQUISA SAÚDE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0874-9493";"REVISTA PHAINOMENON";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1413-6457";"REVISTA PHILOLOGUS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2527-225X";"REVISTA PHOÎNIX";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1699-8774";"REVISTA PHONICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2448-1947";"REVISTA PHOTO & DOCUMENTO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2447-7354";"REVISTA PIAUIENSE DE HISTÓRIA SOCIAL E DO TRABALHO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1983-0963";"REVISTA PILARES DA HISTÓRIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1984-3755";"REVISTA PISTIS & PRAXIS: TEOLOGIA E PASTORAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0719-2932";"REVISTA PLANEO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1984-3941";"REVISTA PLURAIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1982-8888";"REVISTA PLURAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2177-8566";"REVISTA POIÉSIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2594-4398";"REVISTA POLIEDRO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2358-3592";"REVISTA POLÍTICA E PLANEJAMENTO REGIONAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1517-5901";"REVISTA POLÍTICA E TRABALHO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2469-1763";"REVISTA POLITICA LATINOAMERICANA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0718-462X";"REVISTA POLÍTICAS PÚBLICAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2359-1552";"REVISTA POLÍTICAS PÚBLICAS & CIDADES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2236-0514";"REVISTA POLYPHONÍA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2238-8850";"REVISTA POLYPHONÍA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2525-4200";"REVISTA PORTAL: SAÚDE E SOCIEDADE (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0870-2551";"REVISTA PORTUGUESA DE CARDIOLOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1645-0523";"REVISTA PORTUGUESA DE CIÊNCIAS DO DESPORTO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0871-9187";"REVISTA PORTUGUESA DE EDUCAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1647-2160";"REVISTA PORTUGUESA DE ENFERMAGEM DE SAÚDE MENTAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1647-6700";"REVISTA PORTUGUESA DE ESTOMATOLOGIA, MEDICINA DENTARIA E CIRURGIA MAXILOFACIAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1645-586X";"REVISTA PORTUGUESA DE ESTUDOS REGIONAIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"0870-5283";"REVISTA PORTUGUESA DE FILOSOFIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"0870-4147";"REVISTA PORTUGUESA DE HISTÓRIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2183-9506";"REVISTA PORTUGUESA DE HISTÓRIA DA COMUNICAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0874-0321";"REVISTA PORTUGUESA DE HUMANIDADES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2183-4938";"REVISTA PORTUGUESA DE INVESTIGAÇÃO COMPORTAMENTAL E SOCIAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"1645-4006";"REVISTA PORTUGUESA DE INVESTIGAÇÃO EDUCACIONAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0871-9705";"REVISTA PORTUGUESA DE MUSICOLOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2183-8410";"REVISTA PORTUGUESA DE MUSICOLOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0872-0169";"REVISTA PORTUGUESA DE NEFROLOGIA E HIPERTENSÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"0870-418X";"REVISTA PORTUGUESA DE PEDAGOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0873-2159";"REVISTA PORTUGUESA DE PNEUMOLOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"0873-9129";"REVISTA PORTUGUESA DE PSICANÁLISE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2183-8453";"REVISTA PORTUGUESA DE SAÚDE OCUPACIONAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1645-4464";"REVISTA PORTUGUESA E BRASILEIRA DE GESTÃO (LISBOA)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1983-4527";"REVISTA PÓS-CIÊNCIAS SOCIAIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2448-1939";"REVISTA PRÂKSIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2526-2149";"REVISTA PRÁTICA DOCENTE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2526-6292";"REVISTA PRÁTICAS DE ADMINISTRAÇÃO PÚBLICA (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2236-7268";"REVISTA PRÁTICAS DE LINGUAGEM (UFJF)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2216-0159";"REVISTA PRAXIS & SABER: MAESTRÍA EN EDUCACIÓN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1984-4239";"REVISTA PRÁXIS (VOLTA REDONDA.IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2446-6646";"REVISTA PRESENÇA GEOGRÁFICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2393-7076";"REVISTA PRESENCIA. MIRADAS DESDE Y HACIA LA EDUCACIÓN";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1517-672X";"REVISTA PRETEXTO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2446-7901";"REVISTA PREVENÇÃO DE INFECÇÃO E SAÚDE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2526-2106";"REVISTA PRIMORDIUM";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2500-5200";"REVISTA PROCESSOS URBANOS (ONLINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2448-2757";"REVISTA PRODUÇÃO ACADÊMICA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2446-9580";"REVISTA PRODUÇÃO E DESENVOLVIMENTO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2358-6125";"REVISTA PROFANAÇÕES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1519-0919";"REVISTA PROFISSÃO DOCENTE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2447-617X";"REVISTA PROJETAR - PROJETO E PERCEPÇÃO DO AMBIENTE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2179-8931";"REVISTA PRÓ-UNIVERSUS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2447-1798";"REVISTA PSICOFAE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2177-093X";"REVISTA PSICOLOGIA E SAÚDE";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1981-3236";"REVISTA PSICOLOGIA EM FOCO (URI. FREDERICO WESTPHALEN)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2175-3539";"REVISTA PSICOLOGIA ESCOLAR E EDCUACIONAL";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A1"
"1519-549X";"REVISTA PSICOLOGIA POLÍTICA (IMPRESSO)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1984-6657";"REVISTA PSICOLOGIA: ORGANIZAÇÕES E TRABALHO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2176-0969";"REVISTA PSICÓLOGO INFORMAÇÃO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2179-4057";"REVISTA PSICOPEDAGOGIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2238-7552";"REVISTA PUBLICATIO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"1946-2026";"REVISTA PUERTORIQUEÑA DE PSICOLOGÍA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"0719-0417";"REVISTA PUNTO EN GÉNERO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"1676-7845";"REVISTA QUALIDADE BANAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"1809-3264";"REVISTA QUERUBIM";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2179-6033";"REVISTA RÁDIO-LEITURAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2317-2169";"REVISTA RASCUNHO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2177-3424";"REVISTA RASCUNHOS CULTURAIS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2236-0700";"REVISTA RAZÃO CONTÁBIL E FINANÇAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
"2318-6674";"REVISTA REAMEC";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A3"
"2358-3088";"REVISTA RECIEN - REVISTA CIENTÍFICA DE ENFERMAGEM";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2077-9445";"REVISTA REDBIOETICA/UNESCO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"1851-7072";"REVISTA REDES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2359-5728";"REVISTA REFERÊNCIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2238-6408";"REVISTA REFLEXÕES";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"2358-8276";"REVISTA RELICÁRIO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2527-1814";"REVISTA RESTAURO";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2527-2594";"REVISTA RETRATOS DE ASSENTAMENTOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A4"
"2594-4916";"REVISTA RE-UNIR";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0210-5020";"REVISTA ROL. DE ENFERMERÍA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"0718-4182";"REVISTA RUMBOS TS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B3"
"2359-4071";"REVISTA RUMOS DA HISTÓRIA";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B4"
"2215-2466";"REVISTA RUPTURAS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B1"
"1666-7883";"REVISTA SAAP";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"1853-1970";"REVISTA SAAP (ON LINE)";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"A2"
"2526-4559";"REVISTA SABERES PEDAGÓGICOS";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"B2"
